,0,1
0,870abbc10ad3249aab8e8e642116c226.drebin,0.0006566643714904785
1,d480e92e0e48f4c7a70ac0628826dfb4.drebin,2.980232238769531e-07
2,7b704086c52056e81fe3a8070bbd1ffc.drebin,0.5385357141494751
3,b5ccfba90fdf59bf5c9eeee9b03f06ab.drebin,0.0006566643714904785
4,2a1a654591758932f022c3a9d1ae1ca2.drebin,0.000353395938873291
5,0483126cc20b47c60c31b8667177ae05.drebin,7.3909759521484375e-06
6,93793b9d57a7352b0fd7f81f9db57b69.drebin,0.3645075559616089
7,ec5004780fa31f3c1dccc2604d28b3f0.drebin,0.6033679246902466
8,636d9c6a1b52619e7fde026b4b168e4d.drebin,4.2378902435302734e-05
9,07a8ab6fc1e91748a399fa727ee31f35.drebin,0.0
10,bc6aaefe9a7004719f7f0607fc4efdb2.drebin,0.4900206923484802
11,1526c8aef60aed86ea4451253cae0671.drebin,0.02462029457092285
12,310d36e24ab5a9377eb385223832c7ed.drebin,0.0004724860191345215
13,61bc3e81eb79d47b4675d8b20589f933.drebin,0.0015813112258911133
14,00a4d3a5760a79356a545e68def552dd.drebin,0.40153229236602783
15,bad167c3b453604fb703ff41799220e7.drebin,0.7764718532562256
16,d1b5edaa3d779ffd92d751d26c56f186.drebin,0.01938152313232422
17,429baa3c715e77e727194bf106953bc6.drebin,4.2378902435302734e-05
18,17c8259e72eaffe28e8110677843d5c5.drebin,0.00022518634796142578
19,8fb4fd75fbf6b730d2926febd79bf749.drebin,2.6702880859375e-05
20,052a701de3fe683d45cd17ab8c92df88.drebin,0.7815762162208557
21,8496b357bce0723b73cbf2001a9c030d.drebin,0.006364166736602783
22,694dfbe6c528b077cdb965240486a56c.drebin,0.0
23,f80677ad9403b34fda17928eef7251c4.drebin,0.001476287841796875
24,8e97ed6da4349b846a9c4929a12d2bb7.drebin,0.5611463785171509
25,788b0f9b1cac0cc253cfe0774c660dae.drebin,0.001098930835723877
26,59bee69aea0973de14c703dfd015a991.drebin,0.0
27,e0b925a03ec2ead771f5f4b04029653f.drebin,0.0002168416976928711
28,8b5bf8cb21240005ccd1c66a993f3614.drebin,0.3412349820137024
29,704084364970722289fc767a2f0ecb87.drebin,0.5675970911979675
30,e8076789a8aa39bde68ba70f7177486c.drebin,0.5463988780975342
31,a3318dc3901ddc37be45586adae2b5b9.drebin,0.40008461475372314
32,7a80c165cec8a98c8c8933ae406f02ca.drebin,0.0
33,7f0743d2ec364c1c43e4358eedaabdd7.drebin,8.535385131835938e-05
34,efbb9f0f73b28f114c998b677da70218.drebin,1.3947486877441406e-05
35,66db880a8c21ff1eccfa8245a939923e.drebin,1.0132789611816406e-06
36,f797139d648c2a8504c25b9e886d5157.drebin,0.6563103199005127
37,4de098c5becad5fa3aedf1c4b7b8bfd8.drebin,3.9637088775634766e-05
38,a0385df1182a552d55a13b4e8eebaea3.drebin,0.4254647493362427
39,8744f8be02d2e26c68444993675942b0.drebin,0.3827589154243469
40,877386837a3b4ebcf533e3a2c63c9d1a.drebin,0.07969450950622559
41,ce8af9f0e63fbb56b2a8325dacc55ad4.drebin,0.5624818801879883
42,88f85ad0d5dcf171359db90c3a0a20b5.drebin,2.0265579223632812e-06
43,de681d96acf5cb5b5c4fe74e894b2a12.drebin,0.6900982856750488
44,3ffd31d26a1f452a9b14d2863475a1a9.drebin,0.6982093453407288
45,a36fe997fe268064dc49d5409d5cf2f9.drebin,0.0
46,81088b80a0254afe80ab1e323890c576.drebin,9.429454803466797e-05
47,4eea2753d42fef7dc74ea1c8350c659e.drebin,1.1920928955078125e-07
48,a0fe9e40c75a7f5595456ba5d3551086.drebin,0.0027036666870117188
49,f3a029ffbb9a25954f4b83e4bd78b4a2.drebin,0.2127366065979004
50,c939bae3b894ae42ecc249eca8ce7a74.drebin,5.066394805908203e-06
51,0238ae7ac66b4458d410832baedae3e3.drebin,0.0
52,803dc7ac2f162c5f0022ee6520ae3792.drebin,0.11101806163787842
53,cf48318ac7b55cc30de404e30cda9428.drebin,0.6757461428642273
54,ae2c6f78b81662bcfc22edda61d892e0.drebin,2.7418136596679688e-06
55,bc59a488656d9fa5e3d7bd237e5d2647.drebin,8.344650268554688e-06
56,b3f25c447092e2e47925fbe349f50d89.drebin,0.001276254653930664
57,9cf27a07e0a4a6f6b1a8958241a6a83f.drebin,2.0623207092285156e-05
58,2a614f7ae73c2a159320c96cc83095db.drebin,8.344650268554688e-06
59,71497864fa0c22c2681ce60d8ffb3aa5.drebin,0.6315411329269409
60,02d85130c9b4db96aa5f2e7ac37bca0c.drebin,0.0
61,cf5bd0512064c34191047823f1812e4a.drebin,4.76837158203125e-07
62,aefd9876d4fb739cbd76b16d19bfbb20.drebin,0.14479917287826538
63,8876f385229dd027473fc2a6b61f26d3.drebin,0.00041240453720092773
64,acf114610271e97cb58b172d135564bb.drebin,6.318092346191406e-06
65,a87de93e857be589a5ff786506466046.drebin,0.7625792026519775
66,4857a57f41f6ce078e98624e9e76239f.drebin,0.8478094935417175
67,393a750128c28c8a8c7d29df7dfca81e.drebin,0.004548847675323486
68,33ce2b64e20299e36023b8acf8f6f590.drebin,0.0004798769950866699
69,f7c3c4c96068809e406f751caf4145bb.drebin,0.558836817741394
70,329efeec0131d74c0147a67cd6b1fa0a.drebin,0.26817190647125244
71,b908bfc6e4b4506f12d8a1e81117115d.drebin,0.6691116690635681
72,55128269aef5a5c0040acbeec9cbda83.drebin,0.558836817741394
